sentence,processed_text,sentiment,token_count,original_length,processed_length
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",talentum expects net sales core business increase 2008 compared 2007,positive,10,99,68
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",according pkc acquisition would bring significant addition pkc customer base,positive,10,95,76
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",end review period nordic aluminium order book stood eur 877 mn compared eur 704 2005,positive,15,116,84
Both the net sales and operating profit were record high in the company 's history .,net sales operating profit record high company history,positive,8,84,54
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",favourable currency rates also contributed higher net sales ceo kari kauniskangas said,positive,12,96,86
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",fiskars 360yearold global business best known orangehandled scissors expects derive synergies eur5 million year consolidating certain parts housewares division two compete,positive,21,218,171
"Full-year net sales are expected to increase by approximately 10 % , the company said .",fullyear net sales expected increase approximately 10 company said,positive,9,87,66
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",q1 10 19 april 2010 finnish forest machinery equipment maker ponsse oyj hel pon1v said today expects swing net profit eur6 first quarter 2010 eur9 loss year earlier,positive,28,234,164
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",india trade russia currently stands four billion dollars growing 96 per cent fiscal 2007,positive,14,107,88
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",lithuanian beer makers sold 25688 million liters beer 2005 rise 45 per cent yearearlier figure 24592 million liters,positive,18,146,115
Net sales revenue per passenger is expected to increase .,net sales revenue per passenger expected increase,positive,7,57,49
Return on investment was 16.6 % compared to 15.8 % in 2004 .,return investment 166 compared 158 2004,positive,6,60,39
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,company moved operating profit eur10 versus operating loss eur15 also turned eps eur0 08 versus loss per share eur0 04,positive,20,164,118
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",price raw material aluminium went end 2005 company considers outlook 2006 favourable,positive,12,124,84
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",refining margin year 1339 bbl compared 1046 bbl prior year,positive,10,98,58
Viking Line manages well with its current ferries .,viking line manages well current ferries,positive,6,51,40
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,scania morgan stanley lifted share target swedish heavyduty truck bus maker scania ab 330 crowns 424 352 euro 310 crowns 398 331 euro,positive,23,175,133
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,recommendable nokian g2 according adac judgement latest summer tyre test german automobile association adac,positive,14,152,107
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,finnish vacon signed significant deals norwegian scandinavian electric systems ses supply ac drives,positive,13,124,99
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,finnishswedish tietoenator expanding business quickly russia,positive,6,73,60
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",hkan dahlstrm head mobility services teliasonera forecast mobile data volume teliasonera network sweden rise eightfold 200000 tb 2014,positive,18,181,133
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",cost savings rise 20 mln eur year 2007 oko said,positive,10,76,47
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,finnish elevators escalators maker kone corporation said tuesday 18 march received major order sir robert mcalpine supply elevators escalators watermark place project city london,positive,24,239,178
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",q2 2010 consolidated earnings tax totaled eur4 compared eur3 net profit eur3 compared eur2 previous year,positive,16,166,104
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",2008 deal likely bring savings eur 20mn25mn,positive,7,64,43
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",middle east north africa tecnotree grown considerably recent years,positive,9,86,66
